chi5_zero_height,zero_index,ordinate,theoretical_real,theoretical_imag,estimated_real,estimated_imag,amplitude_ratio,phase_error
143.0,56,102.60528794105002,-8.986018659585794e-09,-7.018784374223202e-10,4.560797316461964e-07,3.451553400052269e-08,50.74494837342112,3.139177828502373
143.0,57,103.66613107976778,-8.624510325997928e-09,-6.667240167994648e-10,2.145727639562604e-07,-3.835011902401458e-07,50.80182317265657,2.0037592993596713
143.0,58,105.9731937977588,-7.898996541597592e-09,-5.972989363936434e-10,-1.7401683519362805e-07,7.341995275103172e-07,95.25160869618067,-1.413548423998613
143.0,59,107.29710363752596,-7.516996546921335e-09,-5.613766866131047e-10,4.3159701588798286e-07,-8.877957573016606e-07,130.95718599800404,1.9487556081628385
143.0,60,108.49810662426162,-7.190233986575994e-09,-5.310107109111424e-10,-1.1812377523737556e-06,-3.3864592607307477e-07,170.43738536130653,0.20548122404658375
143.0,61,109.55025860718413,-6.91843749178824e-09,-5.060154553140498e-10,-1.0956751135506296e-06,1.1162494358810967e-07,158.76596973450216,-0.17453762066223558
143.0,62,110.63619767262787,-6.6512418798572964e-09,-4.816830757539302e-10,-3.543715422247791e-07,4.7321633418892153e-07,88.6529045200562,-1.0003207103042107
143.0,63,112.61576994504946,-6.196514049534457e-09,-4.4083989389565225e-10,3.89542253820072e-07,1.3339481472271763e-07,66.28098616578716,-2.88269223646297
143.0,64,114.23063987238194,-5.854026977980346e-09,-4.105695268190938e-10,1.8371379407268971e-07,5.753231252272015e-07,102.91434616243693,-1.9499047497374067
143.0,65,115.57841398237707,-5.586130119127882e-09,-3.8719917554283584e-10,-2.30998637930226e-07,-8.533805206775048e-07,157.88673222437725,1.237240994375574
143.0,66,116.6356717597838,-5.38663237577291e-09,-3.6997725723048257e-10,-5.234807839124972e-07,-6.333820069169287e-07,152.187317944384,0.8115366419161312
143.0,67,118.37116230635525,-5.0780711227185804e-09,-3.4365645077425877e-10,-6.297970080985316e-07,-5.628371765080863e-07,165.952828978832,0.6617409869868207
143.0,68,119.56149162588,-4.879139541921466e-09,-3.2689781241903215e-10,-9.39084451168361e-07,1.0377380262951617e-06,286.20486096985263,-0.9021610105512965
143.0,69,120.28173419185276,-4.7634897665244605e-09,-3.1723335386951754e-10,3.321919032840211e-07,-1.0502829899725793e-06,230.74059576152789,1.8106298072879654
143.0,70,122.06163228389414,-4.492046236933071e-09,-2.9478271232554474e-10,-1.2187826495238477e-07,-3.716944723920937e-07,86.89286605105333,1.1884152722520456
143.0,71,124.24283714895034,-4.1852230041174394e-09,-2.6981442104437897e-10,5.271686345405162e-07,5.128386476732418e-07,175.36518220545375,-2.434351613553251
143.0,72,125.28153616905448,-4.048326369487587e-09,-2.588198836797706e-10,1.2017191571270234e-06,5.84926043093433e-07,329.4670346499393,-2.752454028459045
143.0,73,126.39869937842457,-3.9072759129998416e-09,-2.4758910001668603e-10,1.4970091638837973e-06,-7.582188085610732e-07,428.61449841749635,2.60948569846663
143.0,74,127.32063482811523,-3.795473781877963e-09,-2.3875907149607117e-10,1.1644087426867184e-06,5.303129812779066e-07,336.4428481192376,-2.7770513180070697
143.0,75,129.0483000943209,-3.5965186664340777e-09,-2.232077821543666e-10,7.778375463680511e-07,2.229190609378367e-07,224.54949423830578,-2.924467904226903
