N,raw_counts,smooth_residual,desingularized_ratio,random_control
84,8.0,2.5882352941176467,0.7790530755917502,-2.901960784313726
86,5.0,-0.4313725490196081,1.1260930277703187,-7.058823529411768
88,4.0,-1.5098039215686274,0.8200859297842577,-14.529411764705884
90,9.0,3.3921568627450984,0.7593107650949164,65.70588235294117
92,4.0,-1.7058823529411766,0.848573143569476,-9.294117647058826
94,5.0,-0.8431372549019605,1.074085032998477,-10.490196078431374
96,7.0,1.0980392156862742,0.7595464629723435,-21.11764705882353
98,3.0,-2.9215686274509807,0.5362736423588466,-42.94117647058823
100,6.0,-0.0588235294117645,0.9543416598861121,-7.764705882352942
102,8.0,1.9411764705882355,0.7864107913095082,33.56862745098039
104,5.0,-1.1568627450980395,0.9506171276614556,111.70588235294117
106,6.0,-0.27450980392156854,1.2073267852784455,-9.352941176470594
108,8.0,1.6862745098039218,0.8119389936300649,-18.058823529411768
110,6.0,-0.3921568627450984,0.8134798950932731,40.78431372549019
112,7.0,0.5294117647058822,1.159595395750681,-38.3921568627451
114,10.0,3.4901960784313726,0.9291832057109289,-34.86274509803921
116,6.0,-0.5294117647058822,1.1270481503100949,-11.686274509803923
118,6.0,-0.666666666666667,1.137306497786482,-38.41176470588235
120,12.0,5.196078431372549,0.8595028945202351,-13.647058823529413
122,4.0,-2.8235294117647056,0.744064739724678,-40.78431372549019
124,5.0,-1.9215686274509807,0.9056697806177967,-16.19607843137255
126,10.0,3.0392156862745097,0.7734663585815551,-32.6078431372549
128,3.0,-4.0,0.5517702581716843,30.215686274509807
130,7.0,-0.13725490196078471,0.8770926227070378,-0.2549019607843146
132,9.0,1.8235294117647056,0.7315083802394946,-28.372549019607845
134,6.0,-1.2352941176470589,1.0578522767224605,-7.627450980392155
136,5.0,-2.333333333333333,0.8318305845477817,-14.784313725490193
138,8.0,0.666666666666667,0.6717185855544141,-10.764705882352942
140,7.0,-0.41176470588235325,0.7631196822791236,43.49019607843138
142,8.0,0.5490196078431371,1.3639076908771357,17.0
144,11.0,3.4901960784313726,0.9433662727745398,79.90196078431373
146,6.0,-1.5882352941176467,1.0064953094494278,-15.0
148,5.0,-2.7058823529411766,0.8202182505790682,-2.0588235294117645
150,12.0,4.196078431372549,0.753193981513292,10.882352941176464
152,4.0,-3.8627450980392153,0.6272944200168964,-35.92156862745098
154,8.0,0.019607843137254832,0.9884762929465496,43.39215686274511
156,11.0,2.980392156862745,0.8241523848740553,11.647058823529413
158,5.0,-3.0392156862745097,0.8006734307323342,29.392156862745097
160,8.0,-0.2549019607843146,0.9659020970563154,56.25490196078431
162,10.0,1.7450980392156854,0.7988776688354932,-40.21568627450981
164,5.0,-3.2745098039215694,0.7731226110398521,38.627450980392155
166,6.0,-2.333333333333334,0.9330264256594859,38.43137254901961
168,13.0,4.647058823529411,0.8465155982363269,9.019607843137255
170,9.0,0.5882352941176467,0.9818430480085668,-6.882352941176464
172,6.0,-2.3921568627450984,0.9022962416460341,12.72549019607843
174,11.0,2.549019607843137,0.8112590229233368,-16.411764705882355
176,7.0,-1.4901960784313726,0.9569522720486239,-34.372549019607845
178,7.0,-1.5294117647058822,1.0439342686481923,-15.17647058823529
180,14.0,5.352941176470589,0.7865316916102207,-29.117647058823536
182,6.0,-2.6470588235294112,0.6820021556559983,31.294117647058826
184,8.0,-0.764705882352942,1.128669276829575,2.0784313725490193
186,13.0,4.1764705882352935,0.9225159021756156,-5.411764705882348
188,5.0,-3.901960784313726,0.7134103835302306,12.647058823529413
190,8.0,-1.0980392156862742,0.821107802517785,-16.74509803921569
192,11.0,1.882352941176471,0.7918068579578879,-15.0
194,7.0,-2.137254901960784,0.9908703379170265,-5.156862745098039
196,9.0,-0.235294117647058,1.0660138146422478,-1.2549019607843093
198,13.0,3.764705882352942,0.8262613328252281,-17.235294117647058
200,8.0,-1.313725490196079,0.8421650074999357,4.176470588235297
202,9.0,-0.3921568627450984,1.2428879207435806,-42.196078431372555
204,14.0,4.509803921568627,0.9098198615922759,-27.215686274509807
